session_id,x,sequence_codes
3277,3,696
3278,5,B0766
3279,4,5B66
3280,5,93022
3281,4,84B8
3282,4,7434
3283,3,515
3284,3,ABA
3285,7,B692787
3286,4,0AB0
3287,5,A9252
3288,5,24814
3289,4,5818
3290,6,3756A5
3291,3,400
3292,4,8244
3293,6,B47354
3294,6,0BA23B
3295,3,9AA
3296,3,133
3297,4,A04A
3298,3,155
3299,5,83515
3300,3,822
3301,7,59463A5
3302,3,A33
3303,4,A313
3304,5,A5121
3305,8,6A0B213A
3306,3,B11
3307,3,575
3308,4,14A1
3309,4,2782
3310,2,22
3311,7,B3A8143
3312,8,75813047
3313,4,7292
3314,4,4654
3315,5,05385
3316,7,4928058
3317,3,A55
3318,6,0B8515
3319,4,4511
3320,4,A01A
3321,6,210757
3322,7,3AB5283
3323,7,3741A87
3324,5,A651A
3325,9,546B287A6
3326,5,61A56
3327,5,13941
3328,7,B48632B
3329,5,65020
3330,4,98A9
3331,6,956A26
3332,5,A6B46
3333,6,093A70
3334,8,204B9630
3335,5,63121
3336,3,BAA
3337,5,58465
3338,6,138545
3339,6,15A421
3340,7,8940377
3341,2,44
3342,5,49515
3343,5,81676
3344,6,321BA3
3345,5,A195A
3346,7,32189A3
3347,7,41AB361
3348,2,00
3349,5,4A85A
3350,6,459269
3351,4,6B5B
3352,4,2A00
3353,5,A0870
3354,7,0B49759
3355,5,03255
3356,3,A0A
3357,4,B577
3358,5,97A0A
3359,4,5475
3360,5,B91A1
3361,6,0A6136
3362,2,99
3363,5,B4914
3364,9,9380251A8
3365,4,08BB
3366,5,50B25
3367,6,254070
3368,2,44
3369,6,5AB066
3370,7,6B75A4B
3371,2,77
3372,5,A2732
3373,9,039A25B15
3374,4,B969
3375,2,22
3376,4,B29B
3377,3,181
3378,6,30A760
3379,4,5805
3380,4,BA4A
3381,5,05727
3382,3,033
3383,10,A735914022
3384,4,B373
3385,7,3970626
3386,5,412AA
3387,4,8B9B
3388,5,25042
3389,5,62B06
3390,7,3041B60
3391,7,12587AA
3392,5,A3963
3393,10,76A4532B83
3394,4,A878
3395,6,A76B9A
3396,7,2468373
3397,5,67546
3398,9,4219B7864
3399,8,90835725
3400,5,38AB8
3401,5,34894
3402,4,2585
3403,4,0B80
3404,4,70B7
3405,5,93213
3406,5,1B787
3407,4,7487
3408,3,3B3
3409,3,355
3410,3,878
3411,3,838
3412,6,40B154
3413,6,0715AA
3414,4,2858
3415,8,56932416
3416,6,5194B1
3417,3,979
3418,4,0866
3419,7,05A982A
3420,5,1B35B
3421,4,9577
3422,5,17544
3423,9,90A452385
3424,3,969
3425,3,636
3426,5,93629
3427,7,3928578
3428,6,042352
3429,6,5407A5
3430,6,942084
3431,5,074A0
3432,6,A75424
3433,4,7B00
3434,6,8A0450
3435,4,6303
3436,6,A51491
3437,2,99
3438,4,7303
3439,7,3BA8068
3440,8,16357299
3441,9,5B61A9747
3442,7,4950A20
3443,11,A8792501B4A
3444,4,0488
3445,7,B2854A5
3446,4,BA8A
3447,7,75AB167
3448,5,386B6
3449,2,77
3450,3,141
3451,9,24A9806B4
3452,8,34A51904
3453,7,2103853
3454,9,376045B25
3455,4,3A73
3456,6,512045
3457,5,A03B0
3458,4,5745
3459,6,413A51
3460,4,1799
3461,5,B9077
3462,6,1435B4
3463,6,A31050
3464,5,25B11
3465,7,548A9BB
3466,3,433
3467,9,B18259762
3468,5,26156
3469,3,989
3470,6,2863BB
3471,4,3923
3472,7,5210831
3473,7,4B67313
3474,2,AA
3475,4,4084
3476,5,A6100
3477,7,1A64274
3478,5,06870
3479,2,22
3480,4,B050
3481,3,B77
3482,4,6056
3483,8,B63A8916
3484,5,A384A
3485,5,945AA
3486,6,0A5385
3487,7,A7B4919
3488,5,348A3
3489,4,4988
3490,6,39A7BB
3491,4,5385
3492,6,8172A7
3493,3,944
3494,2,88
3495,5,26877
3496,8,2680B39B
3497,7,3B295AA
3498,8,369420A4
3499,6,675292
3500,4,2466
3501,8,A4731595
3502,6,5A6B2B
3503,2,AA
3504,3,B1B
3505,3,9A9
3506,7,AB59025
3507,7,0819344
3508,2,33
3509,3,599
3510,3,544
3511,6,B93579
3512,5,84208
3513,2,33
3514,4,4704
3515,8,7AB51322
3516,4,3A8A
3517,3,233
3518,6,41A688
3519,7,9B37A53
3520,5,68400
3521,2,88
3522,5,28138
3523,3,B7B
3524,7,30948B8
3525,4,2A82
3526,3,233
3527,5,A7157
3528,7,624B83B
3529,4,1900
3530,6,352765
3531,7,923A0BB
3532,4,29BB
3533,5,68505
3534,6,6159A9
3535,3,A00
3536,5,893A8
3537,4,6191
3538,6,7A0848
3539,5,2B797
3540,6,5190AA
3541,5,B4199
3542,6,1B280B
3543,5,17537
3544,3,343
3545,3,535
3546,4,6026
3547,3,299
3548,3,BAB
3549,2,44
3550,5,86355
3551,6,170626
3552,5,45025
3553,4,A64A
3554,9,618097A49
3555,7,4B76909
3556,8,7A013B51
3557,7,73B6959
3558,6,B7264B
3559,3,020
3560,2,BB
3561,5,04A22
3562,4,A088
3563,6,957327
3564,3,787
3565,8,9387AB27
3566,5,34613
3567,7,81432A4
3568,4,8600
3569,4,9A2A
3570,5,6B818
3571,9,5B13279A5
3572,3,166
3573,4,9200
3574,5,B4694
3575,4,6B44
3576,6,075360
3577,9,61AB83299
3578,5,051A0
3579,4,0757
3580,6,0382A8
3581,5,703AA
3582,7,3B706A6
3583,7,684BA5B
3584,3,733
3585,4,9219
3586,3,1B1
3587,6,431B63
3588,4,02BB
3589,4,7131
3590,4,16AA
3591,5,49B5B
3592,6,958138
3593,3,202
3594,2,66
3595,3,8B8
3596,4,6400
3597,5,05646
3598,5,87900
3599,2,88
3600,4,0838
3601,7,7016437
3602,8,874632B2
3603,4,5866
3604,3,066
3605,2,44
3606,5,35600
3607,7,9B75865
3608,6,518495
3609,4,9B00
3610,3,939
3611,3,633
3612,6,726417
3613,6,7216AA
3614,4,3700
3615,7,9B76A57
3616,8,682A91B8
3617,5,4A166
3618,4,3511
3619,6,149761
3620,5,39413
3621,2,11
3622,8,203864B0
3623,3,B99
3624,9,68539AB11
3625,5,40133
3626,6,367247
3627,6,793457
3628,4,8B1B
3629,6,620B80
3630,4,4B8B
3631,6,965B35
3632,3,899
3633,3,0B0
3634,8,73A05410
3635,4,3493
3636,2,AA
3637,6,296839
3638,5,93151
3639,2,66
3640,6,6319B3
3641,7,4371599
3642,3,388
3643,4,3500
3644,3,A7A
3645,5,83199
3646,3,177
3647,6,7160BB
3648,6,38BA43
3649,3,020
3650,5,85299
3651,3,484
3652,3,877
3653,5,54A75
3654,7,38A2B92
3655,8,3A9408B8
3656,6,61B797
3657,3,B22
3658,5,25102
3659,3,676
3660,9,14A0B269A
3661,3,808
3662,5,26383
3663,9,3BA864213
3664,5,63543
3665,3,499
3666,10,1396A72B55
3667,8,691A2586
3668,5,94584
3669,3,BAA
3670,4,7A67
3671,5,315A5
3672,8,78905323
3673,5,3AB6B
3674,3,303
3675,4,4122
3676,3,232
3677,6,32AB0A
3678,5,79B89
3679,3,099
3680,9,3B9841757
3681,5,51377
3682,3,033
3683,4,87A7
3684,4,9A00
3685,4,5262
3686,4,2090
3687,3,0A0
3688,6,1952B2
3689,7,4723084
3690,3,090
3691,6,328678
3692,2,BB
3693,4,0710
3694,2,77
3695,6,B1057B
3696,7,8B734A4
3697,5,10521
3698,7,0962189
3699,8,0A3781B8
3700,8,1B4A8200
3701,8,635942AA
3702,7,8516A41
3703,6,1964B1
3704,7,371A966
3705,5,B0676
3706,2,55
3707,6,91B389
3708,2,11
3709,3,B0B
3710,6,934522
3711,2,66
3712,5,14566
3713,7,A4028B8
3714,6,861A22
3715,5,B4199
3716,4,8121
3717,5,26898
3718,4,5A65
3719,5,3B703
3720,9,694107850
3721,3,656
3722,5,90A89
3723,8,01B8A299
3724,3,383
3725,6,A67136
3726,4,B989
3727,5,45674
3728,5,31522
3729,6,9614A4
3730,4,A898
3731,7,9016539
3732,3,B8B
3733,5,039A3
3734,4,9B0B
3735,8,153260B0
3736,9,04356A898
3737,5,970AA
3738,4,BA4A
3739,4,7A3A
3740,4,1541
3741,3,2A2
3742,7,1B049AA
3743,4,0A20
3744,8,BA673898
3745,8,42198568
3746,7,1AB2484
3747,3,211
3748,4,B7AA
3749,2,88
3750,5,3B919
3751,6,14A955
3752,9,95A0B3122
3753,5,85718
3754,6,01A2BA
3755,7,A431255
3756,8,824B397B
3757,4,6500
3758,4,65BB
3759,8,0873A21A
3760,4,82B2
3761,5,B8718
3762,7,29370B0
3763,5,95844
3764,3,505
3765,7,6219841
3766,7,4510230
3767,4,91A9
3768,8,84B57198
3769,7,72B6858
3770,4,4024
3771,7,61249B2
3772,6,306976
3773,3,484
3774,3,727
3775,2,33
3776,5,12A9A
3777,7,A7906BA
3778,4,97A9
3779,4,B877
3780,5,B6A16
3781,5,58A15
3782,6,049169
3783,5,B5011
3784,5,9A109
3785,11,73B291A8451
3786,7,43B1723
3787,7,A3957BB
3788,7,1705A9A
3789,5,84014
3790,4,A030
3791,8,2514A300
3792,4,0910
3793,4,2482
3794,7,4916084
3795,5,97866
3796,9,23B9A415A
3797,5,02180
3798,5,A673A
3799,6,B85606
3800,3,272
3801,3,977
3802,7,BA45015
3803,7,7348013
3804,7,6B79526
3805,5,1A97A
3806,5,AB43B
3807,7,84B7204
3808,2,44
3809,6,2A785A
3810,3,A3A
3811,6,9B32A2
3812,5,04250
3813,8,42650980
3814,4,8919
3815,3,A11
3816,5,8B969
3817,2,77
3818,4,32A2
3819,3,8BB
3820,7,B496A24
3821,5,07B9B
3822,5,17867
3823,8,A4078364
3824,9,62940B830
3825,9,498256131
3826,9,61974BA3B
3827,5,16941
3828,6,384677
3829,6,9564B6
3830,2,99
3831,6,549B75
3832,4,5135
3833,3,155
3834,6,A58377
3835,4,2152
3836,2,11
3837,4,7527
3838,5,B8322
3839,3,545
3840,5,58A9A
3841,8,715B6022
3842,7,72698B7
3843,5,8A525
3844,4,B100
3845,2,11
3846,5,42B04
3847,3,393
3848,2,00
3849,3,933
3850,4,5464
3851,10,7B40A35929
3852,6,051275
3853,7,1A6907A
3854,10,A1B024793B
3855,7,A39B109
3856,8,B81437A1
3857,7,6B17A07
3858,4,7166
3859,4,0355
3860,3,242
3861,4,8978
3862,5,042A0
3863,3,727
3864,5,08939
3865,4,4364
3866,2,66
3867,6,235BAA
3868,6,4BA383
3869,4,8151
3870,5,27010
3871,6,A68212
3872,6,6315A5
3873,7,8250737
3874,4,2033
3875,2,33
3876,3,A8A
3877,5,B31AB
3878,7,0129B52
3879,9,52A840730
3880,8,3807B65B
3881,3,466
3882,6,2375AA
3883,6,457185
3884,5,92879
3885,6,261706
3886,4,3977
3887,8,95B2834B
3888,6,9524B4
3889,7,71436AA
3890,8,31B40874
3891,6,B248A8
3892,5,71699
3893,2,55
3894,9,974086329
3895,7,20A3742
3896,8,8265B0AA
3897,3,B55
3898,3,388
3899,6,1389A3
3900,3,696
3901,4,9388
3902,3,282
3903,4,86B8
3904,8,20147B55
3905,3,757
3906,3,1B1
3907,5,962B2
3908,7,5769145
3909,5,739A3
3910,7,3768193
3911,7,0652919
3912,7,1B67251
3913,7,30258AA
3914,5,92544
3915,6,250B9B
3916,3,9AA
3917,4,5A33
3918,3,144
3919,4,3B77
3920,2,66
3921,4,8022
3922,5,0A260
3923,2,99
3924,2,22
3925,2,11
3926,5,45B65
3927,7,304A828
3928,4,9400
3929,6,27B832
3930,5,25133
3931,3,1AA
3932,8,6A1B3701
3933,5,761B6
3934,5,31A0A
3935,5,84574
3936,6,2A983A
3937,4,B877
3938,7,52094A4
3939,9,059812373
3940,3,455
3941,2,44
3942,3,344
3943,7,9247B66
3944,4,5212
3945,5,B3211
3946,4,6577
3947,8,13679546
3948,3,B88
3949,3,2A2
3950,4,8535
3951,7,0257315
3952,7,B056415
3953,4,1533
3954,8,845160AA
3955,5,A6255
3956,7,0B83120
3957,7,5A31600
3958,4,1A33
3959,6,4BA694
3960,3,A1A
3961,4,4594
3962,6,390A79
3963,5,06A70
3964,6,014A60
3965,7,17683A6
3966,4,7181
3967,10,5189603470
3968,4,1800
3969,5,8A53A
3970,9,8A49B351B
3971,3,322
3972,6,587B18
3973,7,B9167AB
3974,7,A592B09
3975,2,55
3976,4,7257
3977,5,91A81
3978,5,96B89
3979,6,459611
3980,5,B5101
3981,4,6454
3982,5,46B0B
3983,2,22
3984,2,22
3985,8,A7963B07
3986,6,567986
3987,8,8416B02B
3988,6,4520AA
3989,3,199
3990,2,77
3991,4,0515
3992,6,2A18BB
3993,3,A77
3994,5,14574
3995,7,2B98052
3996,2,33
3997,4,6726
3998,4,0A55
3999,5,051B5
4000,2,77
4001,7,34AB191
4002,3,088
4003,5,527A2
4004,4,7597
4005,4,0411
4006,6,248B77
4007,3,464
4008,5,82747
4009,3,133
4010,7,4690316
4011,4,B588
4012,3,A1A
4013,3,A88
4014,6,051744
4015,5,8A577
4016,4,76AA
4017,6,0684B8
4018,4,B626
4019,2,33
4020,5,523B2
4021,4,08A8
4022,5,87397
4023,7,8A5B268
4024,3,288
4025,6,873454
4026,5,36806
4027,5,23055
4028,5,2B64B
4029,5,B056B
4030,9,46A892B7B
4031,6,03A273
4032,4,A87A
4033,5,9A24A
4034,2,44
4035,2,00
4036,4,B65B
4037,7,92B6030
4038,4,3B73
4039,5,B0A5A
4040,5,57167
4041,4,60B0
4042,9,85A693406
4043,5,206AA
4044,4,5733
4045,2,88
4046,7,3A41020
4047,2,66
4048,6,B35613
4049,3,040
4050,3,966
4051,5,697A9
4052,3,424
4053,5,728B8
4054,3,0A0
4055,8,902A17B2
4056,4,6121
4057,4,38A3
4058,4,4154
4059,5,64936
4060,2,88
4061,3,4AA
4062,4,6736
4063,3,4BB
4064,7,1470933
4065,5,49282
4066,3,575
4067,5,98464
4068,4,45B4
4069,7,A5B7645
4070,4,3144
4071,5,B3593
4072,5,42674
4073,7,9312073
4074,4,70B0
4075,2,33
4076,3,B7B
4077,3,B11
4078,3,BAB
4079,5,14707
4080,4,6146
4081,9,84B6759AA
4082,2,99
4083,4,9489
4084,2,55
4085,4,2585
4086,4,9855
4087,5,63276
4088,5,09B20
4089,7,B85A62B
4090,7,6A80B9B
4091,8,5A729649
4092,3,422
4093,6,3A9479
4094,4,0363
4095,5,3B423
4096,6,96A282
4097,3,515
4098,2,55
4099,7,3561288
4100,7,3258078
4101,5,40890
4102,9,85A2614BA
4103,5,83753
4104,6,496214
4105,4,2600
4106,7,36B8122
4107,7,A821561
4108,4,A96A
4109,3,B4B
4110,3,575
4111,5,83202
4112,2,22
4113,6,730B40
4114,7,81637A8
4115,4,7969
4116,3,0B0
4117,6,4B1255
4118,4,2A92
4119,4,B966
4120,8,91427066
4121,4,A38A
4122,3,585
4123,3,188
4124,2,22
4125,4,A211
4126,7,5786121
4127,2,00
4128,8,9A130848
4129,3,622
4130,6,54B313
4131,5,35783
4132,2,33
4133,5,2A49A
4134,6,982BAB
4135,6,4B1A5B
4136,6,138577
4137,6,B14A64
4138,8,7A8690B6
4139,3,020
4140,6,2078B8
4141,3,688
4142,2,11
4143,7,96A40BA
4144,6,25B635
4145,3,A0A
4146,3,299
4147,5,63202
4148,3,313
4149,4,A433
4150,3,566
4151,3,7BB
4152,6,37A503
4153,4,74B7
4154,4,A84A
4155,7,7186358
4156,3,755
4157,3,3B3
4158,6,69A186
4159,5,65ABB
4160,3,9A9
4161,3,191
4162,4,5B77
4163,3,944
4164,4,5688
4165,6,107690
4166,4,8699
4167,3,B11
4168,7,9136B09
4169,5,31423
4170,4,B12B
4171,8,179605B1
4172,3,B00
4173,2,55
4174,3,722
4175,3,899
4176,4,0120
4177,5,67A99
4178,7,1236051
4179,2,88
4180,2,33
4181,4,9877
4182,3,022
4183,10,79153B4623
4184,8,520973B3
4185,3,565
4186,8,27834A11
4187,4,1301
4188,3,3BB
4189,4,8404
4190,6,86B19B
4191,4,3B93
4192,6,B83A68
4193,5,1B591
4194,10,39078A4164
4195,9,5B346271B
4196,3,727
4197,4,6BAB
4198,6,6A3B9B
4199,3,616
4200,8,724103A7
4201,8,0B739122
4202,5,80340
4203,2,66
4204,5,35425
4205,2,BB
4206,4,7187
4207,6,B16233
4208,7,6830949
4209,2,66
4210,7,0BA6876
4211,7,3972411
4212,5,0A410
4213,8,0A735823
4214,4,7818
4215,3,B11
4216,5,0A7BA
4217,5,87464
4218,5,6A356
4219,4,2692
4220,5,38678
4221,6,042A30
4222,4,2909
4223,6,750247
4224,7,7861343
4225,4,3293
4226,8,8B643294
4227,5,013A1
4228,7,15B4366
4229,4,83B8
4230,2,99
4231,2,33
4232,6,4076B0
4233,3,2A2
4234,3,303
4235,5,41A94
4236,8,1A485B77
4237,8,960572A5
4238,4,3188
4239,6,B03626
4240,7,6512808
4241,6,92B177
4242,4,6151
4243,3,343
4244,5,2B93B
4245,5,46B99
4246,4,9566
4247,6,083710
4248,8,341782A1
4249,2,55
4250,4,8148
4251,5,A428A
4252,7,603B156
4253,7,83B1722
4254,5,6B141
4255,4,6876
4256,5,A2101
4257,8,1054B270
4258,2,99
4259,5,48378
4260,4,2633
4261,4,0240
4262,9,38A956744
4263,2,99
4264,5,A6136
4265,4,4266
4266,5,93A77
4267,6,3A0843
4268,5,2A500
4269,5,BA73A
4270,8,825AB79A
4271,6,764282
4272,4,42B2
4273,6,438214
4274,7,9730BA3
4275,6,526302
4276,5,89608
4277,7,A04B274
4278,8,175820B2
4279,6,976AB7
4280,5,49686
4281,2,77
4282,4,2752
4283,2,33
4284,7,6B714AA
4285,3,500
4286,2,AA
4287,6,720912
4288,6,738698
4289,5,A3699
4290,7,B960750
4291,4,5070
4292,5,59625
4293,8,397406A0
4294,6,A8B565
4295,5,B39AB
4296,3,122
4297,3,393
4298,6,7829B8
4299,9,84175A6BB
4300,4,8528
4301,7,A786033
4302,4,3643
4303,3,622
4304,6,65A09A
4305,3,355
4306,4,B96B
4307,4,B84B
4308,3,788
4309,5,2A36A
4310,4,9859
4311,4,1B8B
4312,3,411
4313,3,060
4314,4,AB0B
4315,3,A77
4316,7,4BA8604
4317,7,3504913
4318,4,3473
4319,3,484
4320,3,A22
4321,6,016757
4322,4,4969
4323,4,A97A
4324,8,91027A87
4325,6,A3B16A
4326,3,343
4327,4,2A11
4328,4,B81B
4329,4,4688
4330,6,439B59
4331,3,B5B
4332,4,3543
4333,3,121
4334,5,239B3
4335,4,9269
4336,4,3656
4337,4,9500
4338,8,8A7352BB
4339,6,37A022
4340,6,493654
4341,7,83BA42B
4342,3,211
4343,8,413B29A2
4344,5,27612
4345,10,6147092A31
4346,5,04850
4347,6,8B9A78
4348,7,A182B7B
4349,4,7527
4350,6,826353
4351,8,15B94639
4352,2,AA
4353,7,A87421A
4354,2,AA
4355,3,6BB
4356,3,5B5
4357,6,2591AA
4358,5,96252
4359,5,43714
4360,3,B4B
4361,5,6A87A
4362,5,067A7
4363,5,31626
4364,5,29030
4365,8,920167B1
4366,4,1022
4367,4,9373
4368,5,96159
4369,11,A9018B46326
4370,9,85679B04B
4371,7,B017397
4372,8,A4759B67
4373,5,821B2
4374,4,6232
4375,7,A26B732
4376,5,29A79
4377,3,B5B
4378,4,6878
4379,3,060
4380,5,9B011
4381,2,00
4382,4,5909
4383,4,06A0
4384,6,614934
4385,3,4A4
4386,3,977
4387,6,5B620B
4388,4,1505
4389,2,11
4390,5,504B4
4391,4,61AA
4392,4,16BB
4393,9,40B839268
4394,7,07A1B57
4395,6,A7B422
4396,6,801966
4397,3,A11
4398,3,7AA
4399,2,99
4400,8,07923B5B
4401,6,64A516
4402,4,8248
4403,5,0B422
4404,5,28962
4405,3,3B3
4406,5,98277
4407,3,B7B
4408,4,14B1
4409,4,7844
4410,2,55
4411,5,A8B4A
4412,4,A27A
4413,5,61500
4414,2,00
4415,3,866
4416,3,A77
4417,4,1909
4418,7,57B2802
4419,4,B89B
4420,4,5033
4421,5,19329
4422,4,9639
4423,9,136097A49
4424,6,A735BA
4425,6,912371
4426,2,66
4427,5,4A8B4
4428,4,2582
4429,2,99
4430,3,272
4431,8,56798A46
4432,4,B211
4433,4,5A44
4434,4,14A1
4435,3,BAB
4436,4,6916
4437,5,A3043
4438,3,600
4439,4,4808
4440,2,22
4441,3,933
4442,5,8B311
4443,6,8A9249
4444,2,33
4445,3,707
4446,5,B34A4
4447,3,161
4448,8,89AB615A
4449,5,02959
4450,2,88
4451,4,8078
4452,4,A575
4453,7,7193057
4454,4,92A9
4455,6,2B37AB
4456,7,A918B3B
4457,6,143200
4458,7,4026952
4459,6,A5410A
4460,2,33
4461,6,425974
4462,3,455
4463,4,B788
4464,8,BA36812A
4465,5,B1898
4466,2,00
4467,6,4B9184
4468,4,A727
4469,3,2B2
4470,3,566
4471,8,6230B893
4472,4,8238
4473,3,133
4474,2,44
4475,8,97803A60
4476,2,66
4477,5,7A455
4478,6,21AB42
4479,6,8A3B1A
4480,6,756086
4481,5,48633
4482,4,6100
4483,6,857966
4484,4,4814
4485,7,095A479
4486,7,B62419B
4487,5,10A71
4488,5,17637
4489,4,2688
4490,3,292
4491,6,1BA422
4492,7,B143A7B
4493,6,8B902B
4494,4,2799
4495,10,286154AB76
4496,5,360A3
4497,3,070
4498,4,BA8B
4499,6,219742
4500,6,504611
4501,2,22
4502,3,955
4503,5,7B202
4504,3,929
4505,7,4925877
4506,4,9B8B
4507,3,A66
4508,2,22
4509,7,462A784
4510,6,40A373
4511,7,0213740
4512,6,421383
4513,2,55
4514,3,A9A
4515,5,A2454
4516,7,B7461A7
4517,8,1B0562A1
4518,5,09A4A
4519,4,B747
4520,4,B626
4521,8,2573AB6A
4522,4,1828
4523,5,34A04
4524,5,40353
4525,6,149B3B
4526,7,5382413
4527,3,A33
4528,4,7367
4529,4,8727
4530,8,B02A7488
4531,5,36944
4532,5,26316
4533,5,04864
4534,2,44
4535,3,A8A
4536,5,275A7
4537,2,33
4538,3,2BB
4539,8,4927A584
4540,4,36B6
4541,7,8236A73
4542,3,0B0
4543,5,764A4
4544,7,32A90BB
4545,3,122
4546,2,AA
4547,3,844
4548,5,B0252
4549,5,389B9
4550,6,6A2B1B
4551,4,3500
4552,4,B822
4553,7,1B6A496
4554,5,AB585
4555,7,52B4811
4556,3,909
4557,3,355
4558,6,5A6396
4559,8,869A217A
4560,4,6316
4561,6,9481B4
4562,4,4074
4563,5,68A78
4564,6,7A8322
4565,3,233
4566,4,B844
4567,7,03BA67B
4568,2,33
4569,6,845211
4570,8,15938B44
4571,5,65011
4572,7,B9603A6
4573,5,48969
4574,6,843767
4575,5,305B5
4576,4,3911
4577,6,2071A1
4578,5,95B4B
4579,3,A7A
4580,9,B68734926
4581,3,141
4582,5,A9149
4583,5,29B32
4584,5,3A565
4585,7,6B05195
4586,3,4BB
4587,5,A5B85
4588,9,168BA347A
4589,7,6420970
4590,4,71A1
4591,7,B0591AB
4592,8,903B481B
4593,5,16A46
4594,4,3B5B
4595,5,65845
4596,5,7B397
4597,4,9B22
4598,5,91A79
4599,3,A0A
4600,3,050
4601,6,43B022
4602,6,B92109
4603,3,B4B
4604,5,0B8AA
4605,5,A6022
4606,3,161
4607,7,1A2B959
4608,4,4B00
4609,2,99
4610,3,050
4611,3,299
4612,4,7636
4613,3,141
4614,4,2191
4615,9,75BA46014
4616,5,60716
4617,2,66
4618,6,5196A5
4619,2,44
4620,4,27B2
4621,6,BA5699
4622,3,909
4623,5,40151
4624,6,789429
4625,5,71959
4626,8,B617A500
4627,4,76AA
4628,6,504363
4629,3,232
4630,9,5B9203412
4631,2,66
4632,4,2611
4633,4,B48B
4634,7,493B266
4635,7,0137544
4636,5,16252
4637,6,859278
4638,3,767
4639,7,5B8A71B
4640,8,98653A48
4641,4,4388
4642,3,212
4643,8,0829A566
4644,5,36B56
4645,7,1759B37
4646,7,6537896
4647,3,353
4648,5,352B5
4649,6,1238AA
4650,2,88
4651,6,751AB7
4652,7,903A65A
4653,4,7437
4654,4,71B1
4655,3,383
4656,4,2676
4657,8,89460134
4658,5,A28BA
4659,5,18949
4660,6,72A362
4661,5,87909
4662,9,16BA08428
4663,4,2646
4664,3,010
4665,7,2A35085
4666,8,A492370A
4667,3,4AA
4668,8,6AB2759B
4669,4,4204
4670,3,979
4671,6,914809
4672,5,68406
4673,5,48292
4674,3,6BB
4675,3,A55
4676,2,BB
4677,5,A528A
4678,2,BB
4679,2,11
4680,4,3B0B
4681,6,912402
4682,2,55
4683,4,23B3
4684,4,B656
4685,3,155
4686,6,695106
4687,5,64525
4688,2,33
4689,2,33
4690,8,89203510
4691,6,B42304
4692,6,349623
4693,7,B086311
4694,6,6029B6
4695,3,B4B
4696,4,5B9B
4697,3,828
4698,7,67B3494
4699,4,2B9B
4700,2,22
4701,7,537B040
4702,4,B244
4703,4,7A55
4704,3,434
4705,5,72BA2
4706,5,04737
4707,6,B0127B
4708,6,3A7B5A
4709,4,63B3
4710,4,35B3
4711,8,46B01250
4712,2,77
4713,6,482718
4714,8,9B6307A0
4715,5,57B15
4716,7,9714A84
4717,4,A52A
4718,6,861355
4719,8,6A3B5121
4720,6,205B99
4721,6,614234
4722,4,2131
4723,6,9B6139
4724,5,A086A
4725,2,11
4726,5,26A02
4727,5,B3822
4728,5,45904
4729,3,2BB
4730,3,500
4731,9,4A2376817
4732,6,415761
4733,6,904734
4734,2,33
4735,3,533
4736,3,B8B
4737,2,66
4738,4,20A0
4739,4,52A5
4740,6,B35141
4741,8,512378B1
4742,3,099
4743,5,10591
4744,4,7494
4745,4,7527
4746,5,46322
4747,2,99
4748,5,32A99
4749,5,27393
4750,4,A54A
4751,7,5B04828
4752,5,B497B
4753,8,86314206
4754,3,822
4755,4,06B0
4756,4,1322
4757,3,066
4758,4,1251
4759,7,564A717
4760,6,269539
4761,6,078B47
4762,10,53AB784060
4763,3,866
4764,3,535
4765,6,B61786
4766,7,3405B63
4767,6,784B55
4768,8,B8602511
4769,6,9B6515
4770,7,32A965A
4771,4,A57A
4772,5,4B393
4773,2,99
4774,4,1989
4775,3,5AA
4776,4,62BB
4777,7,B108A60
4778,7,569B246
4779,3,B66
4780,4,9A4A
4781,6,596B49
4782,4,81B1
4783,2,33
4784,6,B04787
4785,6,324793
4786,5,54895
4787,3,1AA
4788,4,3A4A
4789,5,A9579
4790,3,202
4791,8,72563B83
4792,8,20163858
4793,3,4BB
4794,4,7100
4795,2,00
4796,7,1569A09
4797,5,19231
4798,4,2472
4799,5,90519
4800,6,045934
4801,5,67400
4802,2,22
4803,7,A324707
4804,4,7527
4805,7,59A04B9
4806,4,0233
4807,3,B5B
4808,5,12737
4809,5,89B39
4810,5,8B71B
4811,7,6B13A0B
4812,10,6270B95A4A
4813,7,8430153
4814,8,8571B601
4815,8,4206A31A
4816,4,4323
4817,6,581735
4818,5,89040
4819,6,B34656
4820,5,92572
4821,7,906AB1A
4822,6,683242
4823,6,732BA3
4824,4,4787
4825,4,12AA
4826,6,A12972
4827,7,1024654
4828,3,434
4829,8,B329547B
4830,5,46010
4831,5,01391
4832,5,28B4B
4833,11,435B012A695
4834,2,55
4835,3,8B8
4836,6,750340
4837,7,6234502
4838,4,4177
4839,3,050
4840,2,88
4841,8,093B7616
4842,5,57161
4843,4,2342
4844,3,656
4845,9,B5A436191
4846,2,AA
4847,2,55
4848,8,78091B20
4849,6,5340A3
4850,8,B0694A7A
4851,6,187433
4852,8,1B069288
4853,7,601B39B
4854,3,B5B
4855,5,81061
4856,7,65AB244
4857,4,1299
4858,3,044
4859,11,A3978104525
4860,3,B55
4861,6,8A16B1
4862,5,01A8A
4863,4,6322
4864,4,2955
4865,5,65BAB
4866,5,B870B
4867,5,47907
4868,2,00
4869,5,36013
4870,4,09B0
4871,5,B3213
4872,5,A9544
